Seq_id	Size	Description
1	4503487	CP045163.1
2	4605437	CP009836.1
3	4662886	CP009785.1
4	4659530	CP009723.1
5	4702289	CP000308.1
6	4596548	CP045158.1
7	4517345	CP000668.1
8	4528383	CP006762.1
9	4556337	CP009973.1
10	4563069	CP010293.1
--------------------------------------------------------------------------------
Block #1
Seq_id	Strand	Start	End	Length
7	+	773128	775078	1951
7	-	475789	473836	1954
8	+	197976	199929	1954
8	+	102547	104459	1913
8	+	46525	49290	2766
8	-	524508	522555	1954
8	+	773373	775326	1954
8	+	1178163	1180116	1954
8	+	1283235	1285186	1952
8	+	1496950	1498904	1955
8	-	1605125	1603172	1954
8	-	1809288	1807334	1955
8	+	1934425	1936378	1954
8	-	2190968	2189015	1954
8	+	2342769	2344723	1955
8	-	2519152	2517199	1954
8	+	4312763	4314716	1954
8	-	4225525	4223572	1954
8	-	4188832	4186880	1953
8	+	4082071	4084025	1955
8	-	3833371	3831418	1954
8	+	3741275	3743228	1954
8	-	3588960	3587006	1955
8	+	3521578	3523528	1951
8	-	3211236	3209283	1954
8	+	2897144	2899097	1954
8	-	2728960	2727008	1953
9	-	1324493	1322540	1954
9	+	1547929	1549882	1954
9	+	1593710	1595670	1961
9	+	4513319	4515505	2187
9	-	3484873	3482994	1880
9	+	3346623	3348877	2255
9	+	3269720	3271673	1954
9	+	3244893	3246846	1954
9	+	3063602	3065856	2255
9	+	2959678	2961631	1954
9	+	2786725	2788678	1954
9	+	2720416	2722369	1954
9	-	2637899	2635949	1951
9	-	2134733	2132283	2451
9	+	1969072	1971025	1954
9	+	1919831	1921784	1954
9	+	1812586	1814440	1855
9	-	1682024	1680071	1954
9	+	2213031	2214984	1954
9	+	2254813	2256766	1954
9	+	2424950	2426903	1954
9	+	2580272	2582225	1954
9	-	4435435	4433482	1954
9	-	4343923	4341970	1954
9	+	4207313	4209266	1954
9	+	3999901	4001854	1954
9	+	3907978	3909930	1953
9	-	3859094	3857141	1954
9	-	3821655	3819775	1881
9	-	3646725	3644774	1952
9	-	3533256	3531303	1954
9	-	101854	99974	1881
9	-	235314	233402	1913
9	+	1204866	1206818	1953
9	+	1098703	1100655	1953
9	+	981259	983216	1958
9	+	896408	898362	1955
9	-	852552	850597	1956
9	+	268055	270007	1953
9	+	475882	477836	1955
9	-	563793	561843	1951
9	+	631216	633138	1923
9	-	691773	689819	1955
9	-	834576	832719	1858
10	-	1516157	1514305	1853
10	+	1490532	1492482	1951
10	-	1454560	1452608	1953
10	+	1398381	1400334	1954
10	-	1352366	1350414	1953
10	-	1336884	1334931	1954
10	+	1275687	1277640	1954
10	+	1207771	1209724	1954
10	-	1168506	1166614	1893
10	+	1580833	1582785	1953
10	+	1607592	1609544	1953
10	+	1635213	1637168	1956
10	+	1677353	1679306	1954
10	-	1039859	1037906	1954
10	-	1104742	1102790	1953
10	-	1137535	1135682	1854
10	+	3467616	3469570	1955
10	+	3498913	3500866	1954
10	+	3552979	3555234	2256
10	-	3602461	3600610	1852
10	+	3642917	3644870	1954
10	+	3672720	3674676	1957
10	+	3700146	3701968	1823
10	+	3744156	3746109	1954
10	+	3780106	3781960	1855
10	-	3819343	3817390	1954
10	-	3861146	3859194	1953
10	+	3881824	3883775	1952
10	-	3926685	3924730	1956
10	-	3972924	3970971	1954
10	+	4029635	4031587	1953
10	-	4061071	4059121	1951
10	-	4072534	4070582	1953
10	+	4144676	4146629	1954
10	+	4165166	4167118	1953
10	-	4225254	4223303	1952
10	-	3175	1222	1954
10	-	44170	42217	1954
10	+	87975	89928	1954
10	-	112792	110839	1954
10	-	189770	187817	1954
10	+	233467	235421	1955
10	+	284379	286331	1953
10	-	340149	338196	1954
10	-	398957	397004	1954
10	+	423781	425735	1955
10	-	464984	463031	1954
10	+	473509	475462	1954
10	-	519807	517854	1954
10	-	586881	584928	1954
10	+	624514	626467	1954
10	+	688615	690544	1930
10	-	730278	728326	1953
10	+	764832	766785	1954
10	-	804046	802093	1954
10	-	839762	837809	1954
10	+	882765	884718	1954
10	-	906135	904182	1954
10	-	992715	990762	1954
10	+	2999423	3001275	1853
10	+	3011965	3013917	1953
10	+	3052479	3054433	1955
10	+	3089284	3091665	2382
10	-	3168091	3166138	1954
10	+	3190690	3192643	1954
10	-	3247472	3245518	1955
10	+	3287821	3290078	2258
10	+	3361478	3363431	1954
10	+	3410985	3412938	1954
10	+	2230952	2232905	1954
10	+	2205483	2207436	1954
10	+	2174798	2176751	1954
10	-	2125773	2123820	1954
10	-	2083727	2082309	1419
10	+	2022315	2024267	1953
10	-	1985084	1983130	1955
10	-	1939649	1937694	1956
10	-	1891100	1889148	1953
10	-	1840961	1839008	1954
10	+	1791546	1793499	1954
10	+	1746169	1748122	1954
10	+	1694241	1696155	1915
10	+	4266748	4268702	1955
10	+	4337076	4339029	1954
10	-	4371372	4369419	1954
10	+	4395000	4396953	1954
10	-	4437774	4435821	1954
10	-	4462602	4460649	1954
10	+	2255738	2257690	1953
10	-	2308243	2306291	1953
10	+	2371072	2373025	1954
10	-	2414819	2412866	1954
10	+	2486959	2488911	1953
10	+	2536769	2538722	1954
10	-	2580999	2579046	1954
10	+	2621880	2623833	1954
10	+	2640479	2642432	1954
10	-	2664764	2662811	1954
10	+	2700694	2702647	1954
10	-	2763994	2762043	1952
10	-	2804925	2802972	1954
10	+	2835707	2837660	1954
10	+	2906166	2908119	1954
10	-	2934118	2932165	1954
10	-	2974189	2972236	1954
--------------------------------------------------------------------------------
Block #2
Seq_id	Strand	Start	End	Length
1	-	4075196	4074128	1069
1	-	1909978	1908910	1069
1	-	1698473	1697405	1069
1	-	2540809	2539741	1069
1	+	2507705	2508773	1069
1	+	2051768	2052836	1069
1	-	1877882	1876824	1059
1	-	2025737	2024669	1069
1	-	2090416	2089348	1069
1	-	1727645	1726577	1069
1	+	1615721	1616789	1069
1	+	2684294	2685362	1069
1	+	2544369	2545437	1069
1	+	3198011	3199079	1069
1	+	2948885	2949953	1069
1	-	330388	329320	1069
1	-	2761324	2760256	1069
1	+	2379971	2381039	1069
1	-	2221829	2220761	1069
2	-	3611010	3609942	1069
2	-	3495222	3494154	1069
2	+	175852	176920	1069
2	-	3182889	3181821	1069
2	-	3362330	3361272	1059
2	+	4532185	4533253	1069
2	+	4092978	4094046	1069
2	-	4124122	4123054	1069
2	+	4127682	4128750	1069
2	-	4344629	4343561	1069
2	+	4267600	4268668	1069
2	+	3100137	3101205	1069
2	-	1054350	1053282	1069
2	+	3965249	3966317	1069
2	-	3212061	3210993	1069
2	-	3807103	3806035	1069
2	-	3675689	3674621	1069
2	+	3637041	3638109	1069
3	+	3294977	3296045	1069
3	+	3826249	3827317	1069
3	-	3268236	3267168	1069
3	-	2780298	2779230	1069
3	-	3201312	3200245	1068
3	+	3413384	3414452	1069
3	-	3975596	3974528	1069
3	+	3890895	3891963	1069
3	+	3229574	3230642	1069
3	+	3861677	3862745	1069
3	+	3696577	3697645	1069
3	+	3546331	3547389	1059
3	-	2920548	2919480	1069
3	-	3858117	3857049	1069
3	+	1312882	1313950	1069
3	+	987871	988939	1069
3	+	2380779	2381847	1069
3	-	2467898	2466831	1068
3	-	2537664	2536593	1072
3	+	2548017	2549086	1070
3	+	2682936	2684005	1070
4	-	1467851	1466783	1069
4	-	1183759	1182691	1069
4	-	1043507	1042439	1069
4	+	946156	947224	1069
4	+	811160	812227	1068
4	-	800807	799739	1069
4	-	731044	729977	1068
4	+	643935	645003	1069
4	-	2242190	2241122	1069
4	+	2157491	2158559	1069
4	+	1496113	1497181	1069
4	+	2128273	2129341	1069
4	-	2124713	2123645	1069
4	-	1534775	1533707	1069
4	+	2092845	2093913	1069
4	+	1963158	1964226	1069
4	+	1812912	1813970	1059
4	+	1679958	1681026	1069
4	+	1561515	1562583	1069
4	+	3915524	3916592	1069
4	+	4236625	4237693	1069
5	+	1675442	1676510	1069
5	-	1714105	1713037	1069
5	-	1543319	1542251	1069
5	-	1408448	1407390	1059
5	-	2172713	2171663	1051
5	-	1254328	1253260	1069
5	-	990793	989725	1069
5	+	3940953	3942021	1069
5	+	1742374	1743442	1069
5	+	173902	174970	1069
5	+	908026	909094	1069
5	+	2834966	2836034	1069
5	-	2824613	2823545	1069
5	+	2582025	2583093	1069
5	-	2391005	2389937	1069
5	+	2007140	2008208	1069
5	+	2179403	2180471	1069
5	+	2176273	2177342	1070
5	-	1020012	1018944	1069
5	+	2138908	2139976	1069
6	+	2705159	2706227	1069
6	+	2675960	2677028	1069
6	-	2787913	2786845	1069
6	+	2523695	2524753	1059
6	+	2449388	2450456	1069
6	+	2333676	2334744	1069
6	-	2307645	2306577	1069
6	+	2268984	2270052	1069
6	+	3164984	3166045	1062
6	+	277875	278943	1069
6	-	1157218	1156150	1069
6	-	1404977	1403909	1069
6	+	1596295	1597363	1069
6	-	1673356	1672288	1069
6	-	1813293	1812225	1069
6	+	1816853	1817921	1069
6	-	1848027	1846959	1069
6	-	1977344	1976276	1069
6	+	2137458	2138526	1069
6	+	4112122	4113190	1069
7	+	3518493	3519561	1069
7	+	3051639	3052707	1069
7	+	51301	52369	1069
7	-	2311495	2310427	1069
7	+	2098051	2099119	1069
7	+	2498676	2499744	1069
7	+	2064691	2065759	1069
7	+	1936666	1937734	1069
7	+	1587283	1588351	1069
7	+	2839628	2840696	1069
7	+	1086991	1088059	1069
7	-	1095568	1094500	1069
7	+	1275051	1276119	1069
7	+	1296959	1298027	1069
7	+	4464478	4465546	1069
7	-	797816	796748	1069
7	+	1410830	1411888	1059
7	-	1066458	1065390	1069
7	-	1364057	1362989	1069
8	+	242056	243124	1069
8	-	3895534	3894465	1070
8	+	284886	285954	1069
8	+	318247	319315	1069
8	+	356849	357917	1069
8	-	533053	531985	1069
8	+	720198	721266	1069
8	+	1059635	1060703	1069
8	-	4071981	4070923	1059
8	+	4386475	4387544	1070
8	-	4395053	4393985	1069
8	+	4118755	4119823	1069
8	-	4207762	4206694	1069
8	-	4185819	4184751	1069
8	+	4415586	4416654	1069
8	+	155553	156621	1069
8	-	3546267	3545199	1069
8	+	2060224	2061292	1069
8	-	2696657	2695589	1069
8	+	1271559	1272627	1069
8	+	1956030	1957098	1069
9	-	1133073	1132005	1069
9	-	182276	181208	1069
9	+	669711	670782	1072
9	+	1048372	1049440	1069
9	+	3132091	3133159	1069
9	-	457628	456559	1070
9	+	983726	984794	1069
9	+	1019154	1020222	1069
9	-	1015594	1014526	1069
9	+	485891	486959	1069
9	+	551294	552362	1069
9	+	4198768	4199836	1069
9	-	42025	40956	1070
9	-	524553	523485	1069
9	-	4355659	4354591	1069
9	+	4501010	4502078	1069
9	+	4366012	4367079	1068
9	+	2809030	2810098	1069
9	+	854038	855106	1069
9	-	4285896	4284828	1069
9	+	701863	702921	1059
10	+	1405892	1406960	1069
10	+	2084725	2085793	1069
10	+	2113943	2115011	1069
10	-	1444553	1443485	1069
10	+	1880222	1881290	1069
10	+	1749221	1750289	1069
10	+	1917595	1918663	1069
10	-	1914035	1912967	1069
10	-	1589332	1588264	1069
10	+	1844648	1845716	1069
10	-	2200607	2199539	1069
10	+	353984	355052	1069
10	+	2823971	2825039	1069
10	-	2813618	2812550	1069
10	-	2611796	2610738	1059
10	-	2369586	2368518	1069
10	-	962629	961561	1069
10	-	1345429	1344361	1069
10	+	3489212	3490280	1069
10	+	3163875	3164943	1069
--------------------------------------------------------------------------------
Block #3
Seq_id	Strand	Start	End	Length
1	+	240380	241467	1088
1	+	238302	240290	1989
1	+	237197	238301	1105
2	+	1719534	1720729	1196
2	+	1720730	1721848	1119
2	+	1721850	1722918	1069
2	+	1723008	1724095	1088
3	-	1222984	1221787	1198
4	-	4146728	4145531	1198
5	+	4240262	4241631	1370
6	+	4169955	4171943	1989
6	+	4172033	4173120	1088
6	+	4168850	4169954	1105
7	+	3786915	3788557	1643
7	+	3785733	3786843	1111
7	+	3784305	3785656	1352
7	+	3782856	3784282	1427
8	-	2432447	2431021	1427
8	-	2430998	2429951	1048
8	-	2429840	2428774	1067
8	-	2428697	2427209	1489
9	-	3042192	3040995	1198
10	+	24963	25995	1033
--------------------------------------------------------------------------------
Block #4
Seq_id	Strand	Start	End	Length
1	+	3691206	3692646	1441
1	+	54232	55672	1441
1	-	4412782	4411479	1304
1	+	7571	9011	1441
1	-	743279	741839	1441
1	-	994136	992697	1440
1	-	4142608	4141168	1441
1	-	216318	214878	1441
2	+	1490199	1491639	1441
2	+	1144864	1146167	1304
2	-	1121762	1120322	1441
2	+	1536860	1538300	1441
2	-	1698946	1697506	1441
2	+	2316601	2318041	1441
2	+	670380	671820	1441
2	-	2227794	2226354	1441
3	-	879699	878259	1441
3	+	1096986	1098426	1441
3	-	1761757	1760317	1441
3	+	1050316	1051756	1441
3	+	1526668	1528108	1441
3	+	4561523	4562962	1440
3	+	196342	197782	1441
4	-	27927	26487	1441
4	+	4452353	4453793	1441
4	-	3807344	3805904	1441
4	+	3976010	3977450	1441
4	+	2828224	2829664	1441
4	+	3125898	3127338	1441
4	+	4022680	4024120	1441
5	+	3381712	3383152	1441
5	+	3333282	3334722	1441
5	+	1152847	1154287	1441
5	+	309241	310681	1441
5	+	3786404	3787844	1441
5	-	4660721	4659281	1441
5	+	56757	58197	1441
6	+	7571	9011	1441
6	+	54256	55696	1441
6	+	4341666	4343106	1441
6	-	4505798	4504358	1441
6	-	4147971	4146531	1441
6	-	3608484	3607060	1425
6	-	661849	660409	1441
6	+	3697310	3698750	1441
7	+	215390	216830	1441
7	-	579981	578541	1441
7	+	55598	57038	1441
7	+	7607	9047	1441
7	-	4358035	4356595	1441
7	-	4073708	4072268	1441
7	-	3761348	3759908	1441
8	-	3328434	3326994	1441
8	+	2951087	2952527	1441
8	+	2453955	2455395	1441
8	+	2064521	2065962	1442
8	+	2016515	2017954	1440
8	-	1849603	1848163	1441
8	-	1555005	1553565	1441
9	+	1719048	1720488	1441
9	+	2016729	2018170	1442
9	-	3582806	3581366	1441
9	+	2869517	2870957	1441
9	+	2916186	2917626	1441
9	-	2700840	2699402	1439
10	+	2268086	2269527	1442
10	+	491999	493439	1441
10	-	156258	154818	1441
10	+	3919225	3920665	1441
10	-	4331285	4329845	1441
--------------------------------------------------------------------------------
Block #5
Seq_id	Strand	Start	End	Length
1	+	3439635	3445046	5412
1	+	3898851	3904262	5412
1	+	4452081	4457432	5352
1	+	4108267	4113618	5352
1	+	3941715	3947126	5412
1	-	1157083	1151732	5352
1	-	328612	323528	5085
2	+	418722	424133	5412
2	-	2641424	2636073	5352
2	+	878035	883446	5412
2	+	1431222	1436573	5352
2	+	1087421	1092772	5352
2	+	920900	926311	5412
2	-	1811469	1806138	5332
3	-	1489311	1483900	5412
3	-	1279810	1274459	5352
3	-	2015705	2010294	5412
3	+	989647	994731	5085
3	-	1446447	1441036	5412
3	+	4447806	4453157	5352
4	+	2714508	2719859	5352
4	-	4203553	4198203	5351
4	-	280647	275236	5412
4	-	4414996	4409585	5412
4	+	3917300	3922384	5085
4	-	4372132	4366721	5412
5	+	3942729	3947814	5086
5	+	4032344	4037758	5415
5	-	19370	14019	5352
5	-	141370	136019	5352
5	-	639357	634007	5351
5	+	3828997	3834417	5421
5	+	3080425	3085836	5412
6	+	3281695	3287046	5352
6	+	4113898	4118982	5085
6	-	245344	239993	5352
6	-	913476	908065	5412
6	-	454179	448768	5412
6	+	4545142	4550493	5352
6	-	411315	405904	5412
7	+	4039367	4044718	5352
7	+	1833948	1839299	5352
7	+	4466254	4471338	5085
7	+	3300772	3306123	5352
7	+	3876789	3882200	5412
7	+	4279837	4285188	5352
7	-	178005	172594	5412
8	+	1957806	1962888	5083
8	+	1520664	1526015	5352
8	-	2186856	2181505	5352
8	+	1609327	1614738	5412
8	-	3648869	3643518	5352
8	-	2913702	2908351	5352
8	+	1771390	1776740	5351
9	+	1605331	1610682	5352
9	-	3099019	3093668	5352
9	-	3265518	3260106	5413
9	-	3308382	3302971	5412
9	-	3835381	3829970	5412
9	+	2810806	2815891	5086
10	+	2712308	2717659	5352
10	+	4441976	4447389	5414
10	+	4399112	4404523	5412
10	-	195484	190133	5352
10	-	319494	314143	5352
10	+	3076161	3081575	5415
10	+	3491190	3496523	5334
--------------------------------------------------------------------------------
Block #6
Seq_id	Strand	Start	End	Length
3	-	2003053	2002042	1012
4	-	267995	266984	1012
5	+	3093273	3094683	1411
9	-	3823244	3821716	1529
--------------------------------------------------------------------------------
Block #7
Seq_id	Strand	Start	End	Length
1	+	3828876	3831015	2140
1	-	763798	761678	2121
1	-	2448755	2446614	2142
1	-	759396	757252	2145
2	-	2243886	2241743	2144
2	-	4034029	4031888	2142
2	-	2248288	2246168	2121
2	+	808060	810199	2140
3	+	180034	182154	2121
3	+	693281	695426	2146
3	-	3765369	3763228	2142
4	+	3109590	3111710	2121
4	+	3622881	3625026	2146
4	-	2031950	2029809	2142
5	+	4479296	4481441	2146
5	+	3770072	3772192	2121
5	-	2078018	2075877	2142
6	-	524158	522014	2145
6	+	3676815	3678935	2121
6	+	1908974	1911115	2142
6	+	3681217	3683361	2145
7	-	2005535	2003394	2142
7	+	4209825	4211969	2145
8	-	224411	222270	2142
8	-	2256867	2254724	2144
9	+	2000421	2002541	2121
9	-	922831	920690	2142
9	+	2513690	2515835	2146
10	+	3265105	3267250	2146
10	-	1818006	1815865	2142
10	-	176984	174864	2121
10	-	172582	170438	2145
--------------------------------------------------------------------------------
Block #8
Seq_id	Strand	Start	End	Length
3	+	1243328	1244392	1065
4	+	4167073	4168137	1065
5	-	4219550	4218486	1065
9	+	3062537	3063601	1065
10	-	4542	3478	1065
10	+	3551914	3552978	1065
--------------------------------------------------------------------------------
Block #9
Seq_id	Strand	Start	End	Length
1	-	338836	337464	1373
1	+	3451625	3452685	1061
1	+	3341335	3342708	1374
2	+	430712	431772	1061
2	-	1821444	1820073	1372
3	+	249400	250772	1373
3	+	4285771	4287144	1374
3	+	2330362	2331711	1350
4	+	2552406	2553779	1374
4	-	251646	250273	1374
4	+	593352	594701	1350
4	+	3178990	3180362	1373
5	+	2980268	2981641	1374
6	+	1545680	1546876	1197
6	+	4103674	4105046	1373
7	+	1143873	1145245	1373
9	+	2069815	2071187	1373
9	+	4148065	4149414	1350
9	-	3806377	3805004	1374
9	+	1443238	1444611	1374
10	+	4160130	4161503	1374
10	-	1397726	1396640	1087
10	+	3088154	3089214	1061
10	-	382376	381004	1373
10	-	4257871	4256499	1373
--------------------------------------------------------------------------------
Block #10
Seq_id	Strand	Start	End	Length
1	-	1011367	1009528	1840
1	-	1009527	1007710	1818
1	-	1013194	1011368	1827
2	+	2301188	2303024	1837
2	+	2299367	2301187	1821
2	+	2297540	2299366	1827
3	+	4542434	4544279	1846
3	+	4544280	4546081	1802
3	+	4546082	4547918	1837
4	+	2809135	2810980	1846
4	+	2810981	2812801	1821
4	+	2812802	2814619	1818
5	-	3716470	3714634	1837
5	-	3718291	3716471	1821
5	-	3720118	3718292	1827
6	-	3625738	3623918	1821
6	-	3623917	3622081	1837
